"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Sri Lanka","P107847","C1",NA,"Ratio","2009 / 2015","Partial Widening and Reconstruction",0.983333333333333,0.5572,2.56383960619424,"rocks_2018","LKA","South Asia","Lower middle income","P107847 C1 NA","Sri Lanka P107847",4262,2349,"42622349"
"Sri Lanka","P086411","C1",NA,"Actual","2016","Upgrading",NA,157,0.0832484076433121,"rocks_2018","LKA","South Asia","Lower middle income","P086411 C1 NA","Sri Lanka P086411",4261,2219,"42612219"
"Sri Lanka","P107847","C1",NA,"Ratio","2009 / 2015","Partial Widening and Reconstruction",0.983333333333333,0.781933333333333,1.81144674938296,"rocks_2018","LKA","South Asia","Lower middle income","P107847 C1 NA","Sri Lanka P107847",4262,2349,"42622349"
"Sri Lanka","P086411","C1",NA,"Estimate","2005","Upgrading",NA,635,0.0158110236220472,"rocks_2018","LKA","South Asia","Lower middle income","P086411 C1 NA","Sri Lanka P086411",4261,2219,"42612219"
"Sri Lanka","P086411","C1",NA,"Ratio","2005 / 2016","Upgrading",NA,0.247244094488189,5.26521303321745,"rocks_2018","LKA","South Asia","Lower middle income","P086411 C1 NA","Sri Lanka P086411",4261,2219,"42612219"
"Sri Lanka","P086411","C1",NA,"Ratio","2005 / 2016","Widening",NA,0.995161290322581,2.13458425521549,"rocks_2018","LKA","South Asia","Lower middle income","P086411 C1 NA","Sri Lanka P086411",4261,2219,"42612219"
"Sri Lanka","P107847","C1",NA,"Ratio","2009 / 2015","Partial Widening and Reconstruction",0.983333333333333,0.5915,2.41516725033209,"rocks_2018","LKA","South Asia","Lower middle income","P107847 C1 NA","Sri Lanka P107847",4262,2349,"42622349"
"Sudan","P098837","C1",NA,"Estimate","2011","Upgrading",NA,298,0.299563758389262,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P098837 C1 NA","Sudan P098837",4267,2296,"42672296"
"Sudan","P098837","C1",NA,"Actual","2013","Upgrading",NA,131,0.77793893129771,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P098837 C1 NA","Sudan P098837",4267,2296,"42672296"
"Sudan","P098837","C1",NA,"Ratio","2011 / 2013","Upgrading",NA,0.439597315436242,2.59690603256097,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P098837 C1 NA","Sudan P098837",4267,2296,"42672296"
"Sudan","P095081","C1",NA,"Ratio","2006 / 2013","Asphalt Mix Resurfacing",NA,2.85,0.528536531201421,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P095081 C1 NA","Sudan P095081",4266,2277,"42662277"
"Sudan","P095081","C1",NA,"Ratio","2006 / 2013","Upgrading",NA,0.68,2.14679621848739,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P095081 C1 NA","Sudan P095081",4266,2277,"42662277"
"Sudan","P095081","C1",NA,"Ratio","2006 / 2013","Gravel Resurfacing",NA,0.70609756097561,2.43240342300674,"rocks_2018","SDN","Sub-Saharan Africa","Lower middle income","P095081 C1 NA","Sudan P095081",4266,2277,"42662277"
"Swaziland","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6","C1",NA,"Estimate","1988","Strengthening",24,106,0.079181760037852,"rocks_2018","SWZ","Sub-Saharan Africa","Lower middle income","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6 C1 NA","Swaziland Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6",4269,1770,"42691770"
"Swaziland","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6","C1",NA,"Ratio","1988 / 1994","Strengthening",1,1,3.86895578637659,"rocks_2018","SWZ","Sub-Saharan Africa","Lower middle income","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6 C1 NA","Swaziland Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6",4269,1770,"42691770"
"Swaziland","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6","C1",NA,"Actual","1994","Strengthening",24,106,0.30635072867393,"rocks_2018","SWZ","Sub-Saharan Africa","Lower middle income","Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6 C1 NA","Swaziland Loan numbers: ADB loan: B/SWA/ROD/89/15 and ADF loan: F/SWA/ROD/89/6",4269,1770,"42691770"
"Tanzania","P078387","C1",NA,"Ratio","2004 / 2010","Upgrading",NA,1.04909090909091,0.94089135504464,"rocks_2018","TZA","Sub-Saharan Africa","Low income","P078387 C1 NA","Tanzania P078387",4293,2103,"42932103"
"Tanzania","P078387","C1",NA,"Ratio","2004 / 2010","Upgrading",2,0.982456140350877,1.15879120879121,"rocks_2018","TZA","Sub-Saharan Africa","Low income","P078387 C1 NA","Tanzania P078387",4293,2103,"42932103"
"Thailand","P075173","C1",NA,"Ratio","2003 / 2013","Widening",1,1.18178082191781,0.681720217684598,"rocks_2018","THA","East Asia & Pacific","Upper middle income","P075173 C1 NA","Thailand P075173",4317,2065,"43172065"
"Uganda","P065436","C1",NA,"Actual","2009","Strengthening",NA,271,0.312287822878229,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Ratio","2001 / 2009","Strengthening",NA,1,1.167793569753,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Ratio","2001 / 2009","Upgrading",1.11111111111111,1,1.23450704225352,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Ratio","2001 / 2009","Upgrading",0.888888888888889,1,1.10460251046025,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Ratio","2001 / 2009","Strengthening",2,1,1.20547945205479,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Ratio","2001 / 2009","Strengthening",1.375,1,1.28212927756654,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P065436","C1",NA,"Estimate","2001","Strengthening",NA,271,0.267416974169742,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 NA","Uganda P065436",4550,1915,"45501915"
"Uganda","P074079","C1",NA,"Ratio","2004 / 2012","Upgrading",NA,0.220588235294118,8.39204618345093,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P074079 C1 NA","Uganda P074079",4551,2049,"45512049"
"Uganda","P074079","C1",NA,"Ratio","2004 / 2012","Upgrading",NA,0.984,2.2381508389552,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P074079 C1 NA","Uganda P074079",4551,2049,"45512049"
"Ukraine","P100580","C1",NA,"Actual","2015","Reconstruction",31,150.6,1.13710717113838,"rocks_2018","UKR","Europe & Central Asia","Lower middle income","P100580 C1 NA","Ukraine P100580",4729,2313,"47292313"
"Ukraine","P100580","C1",NA,"Ratio","2009 / 2015","Reconstruction",1.24,1.255,0.607923894956872,"rocks_2018","UKR","Europe & Central Asia","Lower middle income","P100580 C1 NA","Ukraine P100580",4729,2313,"47292313"
"Ukraine","P100580","C1",NA,"Estimate","2009","Reconstruction",25,120,1.87047619047619,"rocks_2018","UKR","Europe & Central Asia","Lower middle income","P100580 C1 NA","Ukraine P100580",4729,2313,"47292313"
"Uruguay","P057481","C1",NA,"Ratio","2007 / 2012","Reconstruction",NA,1,3.54465240641711,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 NA","Uruguay P057481",4791,1869,"47911869"
"Uruguay","P057481","C1",NA,"Ratio","2007 / 2012","Reconstruction",NA,1,1.58407572383074,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 NA","Uruguay P057481",4791,1869,"47911869"
"Uruguay","P057481","C1",NA,"Ratio","2005 / 2012","Routine Maintenance",1,1,1.34571428571429,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 NA","Uruguay P057481",4791,1869,"47911869"
"Uruguay","P057481","C1",NA,"Ratio","2007 / 2012","Reconstruction",NA,1,1.45833333333333,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 NA","Uruguay P057481",4791,1869,"47911869"
"Vietnam","P075407","C1",NA,"Estimate","2006","Surface Treatment Resurfacing",NA,3150,0.0404666666666667,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P075407 C1 NA","Vietnam P075407",4871,2072,"48712072"
"Vietnam","P042927","C1",NA,"Ratio","2000 / 2011","Widening",1.15384615384615,1,1.71801600839785,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P042927 C1 NA","Vietnam P042927",4868,1829,"48681829"
"Vietnam","P059864","C1",NA,"Actual","2007","Gravel Resurfacing",60,7599,0.0183418870904066,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059864 C1 NA","Vietnam P059864",4870,1899,"48701899"
"Vietnam","P059663","C1",NA,"Ratio","2003 / 2012","Asphalt Mix Resurfacing",2.25,0.702325581395349,4.79020813623463,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059663 C1 NA","Vietnam P059663",4869,1895,"48691895"
"Vietnam","P075407","C1",NA,"Actual","2014","Surface Treatment Resurfacing",NA,3283,0.0743435881815413,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P075407 C1 NA","Vietnam P075407",4871,2072,"48712072"
"Vietnam","P059663","C1",NA,"Ratio","2003 / 2012","Asphalt Mix Resurfacing",1.3,0.765454545454545,1.2160933696959,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059663 C1 NA","Vietnam P059663",4869,1895,"48691895"
"Vietnam","P083588","C1",NA,"Estimate","2007","Widening and Reconstruction",36,98,0.761020408163265,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P083588 C1 NA","Vietnam P083588",4872,2210,"48722210"
"Vietnam","P042927","C1",NA,"Estimate","2000","Widening",52,180,0.423388888888889,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P042927 C1 NA","Vietnam P042927",4868,1829,"48681829"
"Vietnam","P083588","C1",NA,"Ratio","2007 / 2017","Widening and Reconstruction",2.19444444444444,0.622448979591837,1.62637546215089,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P083588 C1 NA","Vietnam P083588",4872,2210,"48722210"
"Vietnam","P042927","C1",NA,"Actual","2011","Widening",60,180,0.727388888888889,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P042927 C1 NA","Vietnam P042927",4868,1829,"48681829"
"Vietnam","P059864","C1",NA,"Estimate","1999","Gravel Resurfacing",60,10000,0.01292,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059864 C1 NA","Vietnam P059864",4870,1899,"48701899"
"Vietnam","P075407","C1",NA,"Ratio","2006 / 2014","Surface Treatment Resurfacing",NA,1.04222222222222,1.83715621535934,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P075407 C1 NA","Vietnam P075407",4871,2072,"48712072"
"Vietnam","P075407","C1",NA,"Ratio","2006 / 2014","Routine Maintenance",1,1.6585,1.91844724123975,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P075407 C1 NA","Vietnam P075407",4871,2072,"48712072"
"Vietnam","P059864","C1",NA,"Ratio","1999 / 2007","Gravel Resurfacing",1,0.7599,1.41965070359184,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059864 C1 NA","Vietnam P059864",4870,1899,"48701899"
"Vietnam","P059663","C1",NA,"Ratio","2003 / 2012","Widening and Reconstruction",1.6,0.441666666666667,3.32350425514464,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059663 C1 NA","Vietnam P059663",4869,1895,"48691895"
"Vietnam","P083588","C1",NA,"Actual","2017","Widening and Reconstruction",79,61,1.23770491803279,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P083588 C1 NA","Vietnam P083588",4872,2210,"48722210"
"Yemen, Rep.","P070391","C1",NA,"Actual","2007","Reconstruction",NA,229,0.0460698689956332,"rocks_2018","YEM","Middle East & North Africa","Low income","P070391 C1 NA","Yemen, Rep. P070391",4917,1998,"49171998"
"Yemen, Rep.","P070391","C1",NA,"Ratio","2001 / 2007","Reconstruction",NA,2.00877192982456,0.429082113194623,"rocks_2018","YEM","Middle East & North Africa","Low income","P070391 C1 NA","Yemen, Rep. P070391",4917,1998,"49171998"
"Yemen, Rep.","P070391","C1",NA,"Ratio","2001 / 2007","Upgrading",NA,1.62704918032787,0.849561585307528,"rocks_2018","YEM","Middle East & North Africa","Low income","P070391 C1 NA","Yemen, Rep. P070391",4917,1998,"49171998"
"Yemen, Rep.","P070391","C1",NA,"Estimate","2001","Reconstruction",NA,114,0.107368421052632,"rocks_2018","YEM","Middle East & North Africa","Low income","P070391 C1 NA","Yemen, Rep. P070391",4917,1998,"49171998"
"Yugoslavia, FR (Serbia/Montenegro)","P075207","C1",NA,"Ratio","2004 / 2013","Reconstruction",NA,1,1.89545454545455,"rocks_2018",NA,NA,NA,"P075207 C1 NA","Yugoslavia, FR (Serbia/Montenegro) P075207",4918,2067,"49182067"
"Yugoslavia, FR (Serbia/Montenegro)","P075207","C1",NA,"Ratio","2004 / 2013","Reconstruction",NA,1,1.43076923076923,"rocks_2018",NA,NA,NA,"P075207 C1 NA","Yugoslavia, FR (Serbia/Montenegro) P075207",4918,2067,"49182067"
"Zambia","AfDB project - P –Z1-DB0 -063","C1",NA,"Estimate","2010","Reconstruction",24,114.7,0.692,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","AfDB project - P –Z1-DB0 -063 C1 NA","Zambia AfDB project - P –Z1-DB0 -063",4919,15,"4919015"
"Zambia","P071985","C1",NA,"Ratio","2004 / 2015","Asphalt Mix Resurfacing",0.891891891891892,1,0.850413223140496,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 NA","Zambia P071985",4932,2039,"49322039"
"Zambia","AfDB project - P –Z1-DB0 -063","C1",NA,"Ratio","2010 / 2017","Reconstruction",1.08333333333333,1,0.939306358381503,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","AfDB project - P –Z1-DB0 -063 C1 NA","Zambia AfDB project - P –Z1-DB0 -063",4919,15,"4919015"
"Zambia","P071985","C1",NA,"Ratio","2004 / 2015","Asphalt Mix Resurfacing",1,1,0.802197802197802,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 NA","Zambia P071985",4932,2039,"49322039"
"Zambia","AfDB project - P –Z1-DB0 -063","C1",NA,"Actual","2017","Reconstruction",26,114.7,0.65,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","AfDB project - P –Z1-DB0 -063 C1 NA","Zambia AfDB project - P –Z1-DB0 -063",4919,15,"4919015"
"Zambia","P071985","C1",NA,"Ratio","2004 / 2015","Asphalt Mix Resurfacing",1.17391304347826,1,0.458857142857143,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 NA","Zambia P071985",4932,2039,"49322039"
"Zambia","P071985","C1",NA,"Ratio","2004 / 2015","Asphalt Mix Resurfacing",NA,1,0.622093023255814,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 NA","Zambia P071985",4932,2039,"49322039"
"Albania","P107833","C2","S1","Actual","2013","Reconstruction",12,12.6,0.115079365079365,"rocks_2018","ALB","Europe & Central Asia","Upper middle income","P107833 C2 S1","Albania P107833",1074,2329,"10742329"
"Albania","P107833","C2","S1","Estimate","2008","Reconstruction",11,12.6,0.196031746031746,"rocks_2018","ALB","Europe & Central Asia","Upper middle income","P107833 C2 S1","Albania P107833",1074,2329,"10742329"
"China","P081749","C2","S1","Actual","2010","Upgrading",36,85.18,0.257829685960005,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P081749 C2 S1","China P081749",1953,2128,"19532128"
"China","P081749","C2","S1","Estimate","2004","Upgrading",36,85.8,0.249710032318728,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P081749 C2 S1","China P081749",1953,2128,"19532128"
"China","P070459","C2","S1","Estimate","2002","Upgrading",NA,70,0.137693631669535,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P070459 C2 S1","China P070459",1949,2017,"19492017"
"China","P091020","C2","S1","Estimate","2006","Strengthening",NA,489.44,0.0779646253088839,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P091020 C2 S1","China P091020",1954,2248,"19542248"
"China","P076714","C2","S1","Estimate","2003","Upgrading",NA,74,0.242130750605327,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P076714 C2 S1","China P076714",1952,2086,"19522086"
"China","P076714","C2","S1","Actual","2009","Upgrading",28,74.1,0.194229237921925,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P076714 C2 S1","China P076714",1952,2086,"19522086"
"China","P070459","C2","S1","Actual","2008","Upgrading",NA,70,0.131815044858523,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P070459 C2 S1","China P070459",1949,2017,"19492017"
"China","P091020","C2","S1","Actual","2015","Strengthening",NA,1757.41,0.151138386200694,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P091020 C2 S1","China P091020",1954,2248,"19542248"
"China","P068752","C2","S1","Actual","2011","Upgrading",24,74.2,0.247048982247421,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P068752 C2 S1","China P068752",1946,1978,"19461978"
"China","P068752","C2","S1","Estimate","2005","Upgrading",24,70.5,0.187652036865728,"rocks_2018","CHN","East Asia & Pacific","Upper middle income","P068752 C2 S1","China P068752",1946,1978,"19461978"
"Ethiopia","P082998","C2","S1","Estimate","2004","New 2L Highway",47,119,0.245042016806723,"rocks_2018","ETH","Sub-Saharan Africa","Low income","P082998 C2 S1","Ethiopia P082998",2218,2166,"22182166"
"Ethiopia","P082998","C2","S1","Actual","2012","New 2L Highway",NA,119,0.65109243697479,"rocks_2018","ETH","Sub-Saharan Africa","Low income","P082998 C2 S1","Ethiopia P082998",2218,2166,"22182166"
"Iraq","P087735","C2","S1","Actual","2014","Widening",26,38.5,1.05714285714286,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C2 S1","Iraq P087735",2848,2240,"28482240"
"Iraq","P087735","C2","S1","Estimate","2014","Widening",NA,38.5,0.906493506493506,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C2 S1","Iraq P087735",2848,2240,"28482240"
"Papua New Guinea","P004397","C2","S1","Actual","2012","Routine Maintenance",48,664,0.00277810270207042,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C2 S1","Papua New Guinea P004397",3559,1787,"35591787"
"Papua New Guinea","P004397","C2","S1","Estimate","2002","Routine Maintenance",12,900,0.0033,"rocks_2018","PNG","East Asia & Pacific","Lower middle income","P004397 C2 S1","Papua New Guinea P004397",3559,1787,"35591787"
"Paraguay","P082026","C2","S1","Actual","2016","Reconstruction",18.8,35.7,0.192436974789916,"rocks_2018","PRY","Latin America & Caribbean","Upper middle income","P082026 C2 S1","Paraguay P082026",3595,2134,"35952134"
